Deity,Temple Name,Moolavar,Urchavar,Amman / Thayar,Thala Virutcham,Theertham,Agamam / Pooja,Old year,Historical Name,City,District,State,Festival,  Temple's Speciality,Opening Time,Address,Phone Number
Perumal,sri Tiruvengadam Udayan temple,Tiruvengadam Udayan,NA,"Sridevi, Bhoodevi",NA,NA,NA,500 years old,NA,Ariyakudi,Sivaganga,Tamil Nadu,"Tirumanjanam on Chithirai first day and Lord’s procession on Full Moon day in the same month (April May) Brahmmotsavam in Vaikasi (May June), Aadi Pooram in July August, Gokhulashtami in August September, Saturdays in the month of Purattasi (September October), Vaikunda Ekadasi in December January and Wedding Festival to Lord and Mother on Panguni Uthiram in March April, are the festivals celebrated in the temple.",Perumal in the temple is Swayambumurthy. That Garuda the eagle vehicle of Lord Vishnu graces with two lions on each side is the speciality in the temple.,The temple is open from 6.00 a.m. to 12.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Tiruvengadam Udayan Temple, Ariyakudi, Sivaganga district.",+91  4565   231 299
sivan,sri Tirunokkia Azhagianathar temple,Tirunokkia Azhagianathar,NA,Marunokkum Poonguzhali,Parijatham,Lakshmi theertham,NA,1000 2000 years old,NA,Tirupachethi,Sivaganga,Tamil Nadu,Mahashivrathri in February March and Margazhi Tiruvadhirai in December January are the important festivals celebrated in the temple.,"Though Vilwa leaves are attached with Shiva worship, Tulsi leaves attached to the worship of Lord Vishnu are used in the Tirupachethi TirunokkiaAzhagianathar Marunokkum Poonguzhali temple during the Monday (Somawaram) pujas. Lord Nataraja, the King of Music graces here in the form of a musical stone.",The temple is open from 7.00 a.m. to 12.00 a.m. and 5.00 p.m. to 8.00 p.m.,"Sri Tirunokkia Azhagianathar Temple, Tirupachethi, Sivaganga district.","+91 4574266 303, 266 495"
sivan,sri Sankaralingaswami temple,Sankaralingaswami,NA,Gomathi,NA,NA,NA,500 1000 years old,NA,Kodarangulam,Tirunelveli,Tamil Nadu,Aadi Thapasu in July August; 41 day Brahmmotsavam in Panguni Chithirai covering March to May; Aipasi wedding festival in October November and Thai float festival in January February are the festivals celebrated in the temple.,Lord Shiva graces here as a swayambumurthy representing the powers of Rahu and Ketu.,The temple is open from 6.00 a.m. to 10.00 a.m. and 5.00 p.m. to 7.00 p.m,"Sri Sankaralinga Swami Temple, Kodarangulam, Tirunelveli district.","+91  4634   223 821, 93602 19237."
Murugan,sri Subramaniaswami temple,Subramaniaswami,Shanmughar,"Valli, Deivanai",Maguda tree,"Indira theertham, Saravana Poigai,Saraswathi theertham, Madachettikulam,Nallankulam",Kumara Tantra,1000 2000 years old,Siruthani,Tiruthani,Tiruvallur,Tamil Nadu,"10 day Masi big festival wedding with Valli in February March is celebrated in the temple in a grand manner when crowd of devotees would be in lakhs. 10 day Chithirai – April May, Deivanai festival also is equally big and important drawing lakhs. The Kavadi numbers is estimated at 10 lakhs. It will be a sea of devotees. Tiruthani will be inundated by devotees on Ashwini, Bharani and Kruthika star days flowing from Andra, Karnataka and Arcot. Kruthika, Tamil and English New Year days, Pongal and Tuesdays are festive days in the temple.","The hill temple has 365 steps representing the days of a year. The shrine of the procession deity is in a mandap made of 1 lakh Rudrakshas. This is the fifth army camp – Padai Veedu of Lord Muruga. Saint Arunagiriar graces in a sitting form. After destroying demon Sura in Tiruchendur, Lord Muruga came to this place. His fury cooled and He became smiling and peaceful Shanta Swarupi. It is here that the King of Devas Indira gifted his white elephant as a wedding gift to Deivanai. We can notice a scar on the chest of the Lord caused by his direct clash with the demon. In the place of peacock, there is elephant in front of the sanctum sanctorum. Lord Muruga holds a weapon on His right hand called Vajravel that would produce a thunderlike sound. His left hand is on the hip representing the Gnana Shakti (power of wisdom). The Vel generally seen in other Muruga temples is not here. Also, the Surasamharam festival (destroying the demon Sura) is not celebrated in this temple. While the Vahanas (vehicle of the deities) face the Lord in the sanctum, the elephant vahan is facing the opposite side in this temple.",The temple is open from 6.00 a.m. to 9.00 p.m. continuously.,"Sri Subramaniaswami Temple, Tiruthanigai, Tiruvallur district.",+91 44 2788 5303
Perumal,sri Navaneethakrishnan temple,Navaneethakrishnan,NA,NA,Marudham tree,NA,NA,500 years old,NA,Marudur,Tirunelveli,Tamil Nadu,"Gokhulastami in the month of Aavani (August September), Saturdays in Purattasi (September October). Vaikunda Ekadasi in Margazhi ( December January) and all Krishna related festivals are celebrated in the temple.",NA,The temple is open from 7.00 a.m. to 10.00 a.m. and 5.00 p.m. to 8.00 p.m.,"Sri Navaneethakrishnan Temple, Marudur, Tirunelveli district.",NA
vinayagar,sri Nerkuthi Vinayaka temple,Nerkuthi Vinayaka,NA,NA,NA,NA,NA,500 years old,NA,Theevanur,Viluppuram,Tamil Nadu,Vinayaka Chaturthi.,Lord Vinayaka graces in the form of a Linga in the temple. Sri Vinayaka within the Linga would be visible only during abishek with milk. There are three banyan trees behind the temple without hanging stems called Vizhudhu in Tamil.,The temple is open from 6.00 a.m. to 7.00 continuously.,"Sri Nerkuthi Vinayaka Temple, Theevanur, Villupuram district.",+91  94427 80813
Navagraha,sri Sri Saneeswarar (Saturn) temple temple,Saneeswarar,NA,NA,NA,NA,NA,500 years old,NA,Kalpattu,Viluppuram,Tamil Nadu,Saturn transition days which occurs once in two and half years.,"Planet Saturn is 21 feet tall, his eyes merciful, wearing black and blue colour clothes, his left leg on the ground and the right on the gigantic crow vehicle.",The temple is open from 6.00 a.m. to 12.00 a.m. and 4.00 p.m. to 9.00 p.m.,"Sri Saneeswarar Temple, Kalpattu, Villupuram.","+91  4146   264 366, 97868 65634 , 94451 14881"
Other Temples,sri Sri Vaikundamurthi temple temple,Vaikundamurthi,NA,"Poorana, Pushkala",NA,NA,NA,500 1000 years old,NA,Kottayur,Virudhunagar,Tamil Nadu,"Chithirai Tiruvizha in April May, Parivettai, Maha Shivrathri and Masi Amavasya, new moon day in February March are the festivals celebrated in the temple.",Sri Vaikundamurthi graces as Sastha while going for Parivettai on the outer temple and as Aiyanar within the temple with His consorts Poorana and Puhkala in dual forms.,The temple is open from 6.00 a.m. to 5.00 p.m. continuously.,"Sri Vikundamurthi temple, Kottayur, Sundarapandiyam, Srivilliputhur, Virudhunagar district.",NA
Amman,sri Nallathangal temple,Nallathangal,NA,NA,NA,NA,NA,1000 2000 years old,NA,Vatrayiruppu,Virudhunagar,Tamil Nadu,The temple celebrates Navarathri in September October.,This is the only temple for Nallatangal in the state.,The temple is open from 6.00 a.m. to 6.00 p.m. continuously.,"Sri Nallathangal Temple, Vatrayiruppu, Srivilliputhur, Virudhunagar.",NA
Murugan,sri Ratnagiri Murugan temple,Ratnagiri Murugan,NA,NA,NA,NA,NA,500 1000 years old,NA,Saravanampatti,Coimbatore,Tamil Nadu,"Thaipoosam in January February, Mattu Pongal falling almost on January 15, New moon days, Kruthika days, Vaikasi visakam in May June are the festive days observed in the temple with special pujas.",Lord Swayambu Vinayaka appearing from a rock graces in the temple.,The temple is open from 6.00 a.m. to 2.00 p.m. and 4.00 p.m. to 7.30 p.m.,"Sri Ratnagiri Murugan Temple, Saravanampatti, Coimbatore district.",+91   422  553 5727
Amman,sri Kondathu Kaliamman temple,Kaliamman (kondathukari),NA,NA,NA,NA,NA,1000 2000 years old,"Azhagapuri, Parapuri",Pariyur,Erode,Tamil Nadu,"5 day Margazhi (December January) car festival (walking on the fire pit) drawing a crowd exceeding 10 Lakh; Aadi Friday festival on all Fridays of the month during July August; Fridays in the month of Thai (January February) are the festivals celebrated in the temple. Also, all Tuesdays and Fridays attract a huge crowd of devotees. Special pujas are performed during Navarathri days in September October, Karthikai in November December, Pongal, Deepavali, Tamil and English new year days. Temple is always crowded on some festival.",Ambica in the temple is furious in look. Fire pit walking is a special event in the temple. It is 40 feet long.,The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Kondathu Kaliamman Temple, Pariyur, Erode district.",+91 4285 222 010
Amman,sri Sri Mariamman Temple temple,Mariamman (Mahamari),NA,NA,NA,NA,NA,500 years old,Karuvur,Karur,Karur,Tamil Nadu,"The most important festival of the temple is the 21 day Vaikasi (May June) festival celebrated in all grandeur. Aadi Friday in July August, Navarathri in September October, Deepavalii in October November, Karthikai in November December, Pongal falling almost on January 14, Friday in Thai month (January February), annual consecration ceremony, Panguni Uthiram in March April are other festivals celebrated in the temple.","Mother Mariamman, with Her four hands graces facing east looking slightly on the north eastern direction in a sitting form. People pray to the post in the temple with abishek and archanas with flower and offering curd rice as nivedhana which is very devotionally followed in the temple.",The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Mariamman Temple, Karur, Karur district.",+91 4324  246 0146
Murugan,sri Sri Pugazhimalai Balasubramaniaswamy temple temple,Balasubramaniaswamy,NA,NA,Banyan tree,Nandavanam (Garden) well,NA,500 1000 years old,Pugazhimalai (Aarunattar Malai),Velayuthampalayam,Karur,Tamil Nadu,"15 days Thaipoosam festival in January February drawing a huge crowd of over a lakh, 7 day Surasamharam in October November, Karthikai Deepam in November December, Aadi Kruthikai in July August, Deepavali, Pongal, monthly Karthika and Sashti days are festival days in the temple.",The shrine is praised in the Tirupugazh hymns of Saint Arunagiriar. Those worshipping the Vishnu Durga in the temple with lime cup lamps are blessed to tie the knot happily. Those observing the Sashti fasting are blessed with child boon.,The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Pugazhimalai Balasbramaniaswami temple, Velayuthampalayam, Karur district.",NA
sivan,sri Kasi Viswanathar temple,Viswanathar,Visalakshi,NA,NA,NA,NA,500 1000 years old,NA,Sirkali,Nagapattinam,Tamil Nadu,"Monthly Pradosha Pooja (13th day either from new moon or full moon day), new moon day pujas, Karthikai in November December, Chaturthi (4th day either from new moon or full moon day), are regularly observed in the temple with special pujas. On the last Sunday of the English year, Laksharchana is performed for Kaividelappar (God who would not let us down) and Navarathri is celebrated in the shrine of Mother Visalakshi in September October.","Though a Shiva temple, prominence is more attached to Dharma Sastha.",The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Kasiviswanathar Temple,Sirkali, Nagapattinam district.","+91 94439 11905, 88831 76439"
274 Sivalayam,sri Sri Brahmmapureeswarar Temple temple,Brahmmapureeswarar,NA,"Malarkuzhal Minnammai,Amalakujanayaki",NA,Kasi theertham,NA,1000 2000 years old,Tirukadavur Mayanam,Tirumayanam,Nagapattinam,Tamil Nadu,"Tirukarthikai in November December, Margazhi Tiruvadhirai in December January and Shivarathri in February March are the festivals celebrated in the temple","The Lord appears with weapons as bow, arrow and Vel, wearing Rudraksha garland, footwear as if on a war path. The idol is slightly slanting on the left reminding Lord Sri Rama. Lord Vinayaka always appears with His pot belly in temples but with a shrunk belly touching the back in this temple. He is worshipped as Pranava Vinayaka.",The temple is open from 6.30 a.m. to 1.00 p.m. and 4.00 p.m. to 7.00 p.m.,"Sri Brahmmapureeswarar temple, Tirumayanam, Aadhi Kadavur,, Tirukadayur – 609 311., Nagapattinam district.","+91  4364   287 429,287 222, +91  94420 12133"
Murugan,sri Dhandayuthapani temple,Dhandayuthapani,NA,NA,Vilwa,Panchanadhi,NA,500 years old,NA,Chettikulam,Perambalur,Tamil Nadu,"10 day Panguni Uthiram festival in March April with Mandakapadi and car procession each day drawing crowd in lakhs; 10 day Thaipoosam car festival; festivals to the steps of the temple on the first day of chithirai month – April May with lamp puja for each step; Vaikasi Visakam conch abishek with special pujas in May June, 7 day Aipasi Skanda Sashi festival in October November with a Laksharchana (chanting the thousand names of the Lord 100 times repeatedly) are the festivals celebrated in the temple.","The presiding deity is a swayambumurthi. On 3rd, 4th and 5th days of Masi (February March) the rays of setting Sun fall on the deity. During the setting time, the rays will fall on the deity from foot to the face. Lord Dhandayuthapani graces here with hair in His head. The idol is 4 feet tall holding a sugarcane with 11 parting lines called kanukkal, a form nowhere available in Muruga temples.",The temple is open from 6.00 a.m. to 11.00 and 4.00 p.m. to 8.00 p.m.,"Sri Dhandayuthapani Temple, Chettikulam, Perambalur district.","+91 4328 268 008, 99441 17450, 98426 99378"
sivan,sri Sukhavaneswarar temple,"Sukhavaneswarar, Vananathar, Kilivannamudayar",NA,"Swarnambikai, Maragathavalli, Pachaivalli",Pathiri tree,Amandukam,NA,500 1000 years old,"Sukhavanam, Chaturvedamangalam",Salem,Salem,Tamil Nadu,"10 day Vaikasi (May June) festival, Tirukarthikai in November December, Chithirai festival in April May, Panniru Thirumurai, in October November and Ammai Appar festival in September October are the festivals celebrated in the Temple.",The principal Linga is slightly slanting on a side with a scar caused by a hunter. The stage or platform of the Linga called Avudayar is of two parts connected with Vishyu and Somasundara part joined together. This is a strange aspect of the temple not found in other places.,The temple is open from 6.00 a.m. to 12.00 a.m. and 4.00 p.m. to 9.00 p.m.,"Sri Sukhavaneswarar Temple, Salem.","+91 427 245 0954, 245 2496"
Other Temples,sri Kuberapureeswarar temple,Kuberapureeswarar,NA,NA,NA,NA,NA,1000 2000 years old,NA,Thanjavur,Thanjavur,Tamil Nadu,"Maha Shivarathri in February March, Margazhi Tiruvadhirai in December January,Panguni Uthiram in March April, Tirukarthikai in November December and Deepavali in October November are the festivals celebrated in the temple.",NA,The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Kuberapureeswarar temple,Thanjavur",+91 96778 18114
